"Problem","Planner","Run","Success?","Plan Length","Nodes Visited","Nodes Generated","Time (ms)"
"bribery","EFS h+",4,true,2,5743,15047,274
"bribery","EFS h+",5,true,2,5743,15047,378
"bribery","EFS h+",6,true,2,5743,15047,369
"bribery","EFS h+",7,true,2,5743,15047,367
"bribery","EFS h+",8,true,2,5744,15050,374
"bribery","EFS h+",9,true,2,5744,15050,256
"bribery","EFS h+",10,true,2,5744,15050,371
"bribery","EFS hmax",1,true,2,600,5716,85
"bribery","EFS hmax",2,true,2,600,5716,81
"bribery","EFS hmax",3,true,2,600,5716,84
"bribery","EFS hmax",4,true,2,600,5716,87
"bribery","EFS hmax",5,true,2,600,5716,94
"bribery","EFS hmax",6,true,2,600,5716,92
"bribery","EFS hmax",7,true,2,600,5716,100
"bribery","EFS hmax",8,true,2,601,5719,114
"bribery","EFS hmax",9,true,2,601,5719,96
"bribery","EFS hmax",10,true,2,601,5719,116
"bribery","EFS rp",1,true,2,5743,15047,479
"bribery","EFS rp",2,true,2,5743,15047,349
"bribery","EFS rp",3,true,2,5743,15047,337
"bribery","EFS rp",4,true,2,5743,15047,473
"bribery","EFS rp",5,true,2,5743,15047,474
"bribery","EFS rp",6,true,2,5743,15047,495
"bribery","EFS rp",7,true,2,5743,15047,480
"bribery","EFS rp",8,true,2,5744,15050,328
"bribery","EFS rp",9,true,2,5744,15050,502
"bribery","EFS rp",10,true,2,5744,15050,322
"bribery","GFS h+",1,true,2,3,32,0
"bribery","GFS h+",2,true,2,3,32,0
"bribery","GFS h+",3,true,2,3,32,0
"bribery","GFS h+",4,true,2,3,32,0
"bribery","GFS h+",5,true,2,3,32,2
"bribery","GFS h+",6,true,2,3,32,0
"bribery","GFS h+",7,true,2,3,32,0
"bribery","GFS h+",8,true,2,3,32,0
"bribery","GFS h+",9,true,2,3,32,0
"bribery","GFS h+",10,true,2,3,32,0
"bribery","GFS hmax",1,true,2,3,32,1
"bribery","GFS hmax",2,true,2,3,32,1
"bribery","GFS hmax",3,true,2,3,32,2
"bribery","GFS hmax",4,true,2,3,32,0
"bribery","GFS hmax",5,true,2,3,32,0
"bribery","GFS hmax",6,true,2,3,32,2
"bribery","GFS hmax",7,true,2,3,32,2
"bribery","GFS hmax",8,true,2,3,32,0
"bribery","GFS hmax",9,true,2,3,32,0
"bribery","GFS hmax",10,true,2,3,32,0
"bribery","GFS rp",1,true,2,3,32,0
"bribery","GFS rp",2,true,2,3,32,0
"bribery","GFS rp",3,true,2,3,32,0
"bribery","GFS rp",4,true,2,3,32,1
"bribery","GFS rp",5,true,2,3,32,0
"bribery","GFS rp",6,true,2,3,32,0
"bribery","GFS rp",7,true,2,3,32,0
"bribery","GFS rp",8,true,2,3,32,3
"bribery","GFS rp",9,true,2,3,32,0
"bribery","GFS rp",10,true,2,3,32,0
"deerhunter_any","BFS",1,true,6,10100,81729,2132
"deerhunter_any","BFS",2,true,6,10108,81848,2134
"deerhunter_any","BFS",3,true,6,10100,81729,2130
"deerhunter_any","BFS",4,true,6,10100,81729,2101
"deerhunter_any","BFS",5,true,6,10108,81848,2508
"deerhunter_any","BFS",6,true,6,10108,81848,2439
"deerhunter_any","BFS",7,true,6,10108,81848,2511
"deerhunter_any","BFS",8,true,6,10100,81729,2500
"deerhunter_any","BFS",9,true,6,10100,81729,2520
"deerhunter_any","BFS",10,true,6,10108,81848,2492
"deerhunter_any","EFS",1,true,6,5896,24161,1062
"deerhunter_any","EFS",2,true,6,6106,24330,1082
"deerhunter_any","EFS",3,true,6,5896,24161,1087
"deerhunter_any","EFS",4,true,6,5896,24161,1079
"deerhunter_any","EFS",5,true,6,6106,24330,1073
"deerhunter_any","EFS",6,true,6,6106,24330,1197
"deerhunter_any","EFS",7,true,6,6106,24330,1201
"deerhunter_any","EFS",8,true,6,5896,24161,1191
"deerhunter_any","EFS",9,true,6,5896,24161,1210
"deerhunter_any","EFS",10,true,6,6106,24330,1214
"deerhunter_any","GFS",1,true,6,66442,519209,15598
"deerhunter_any","GFS",2,true,6,66505,519888,15589
"deerhunter_any","GFS",3,true,6,66442,519209,15569
"deerhunter_any","GFS",4,true,6,66442,519209,16755
"deerhunter_any","GFS",5,true,6,66505,519888,13908
"deerhunter_any","GFS",6,true,6,66505,519888,14547
"deerhunter_any","GFS",7,true,6,66505,519888,14520
"deerhunter_any","GFS",8,true,6,66442,519209,16688
"deerhunter_any","GFS",9,true,6,66442,519209,14506
"deerhunter_any","GFS",10,true,6,66505,519888,16363
"deerhunter_any","A* h+",1,true,6,4472,57760,7808
"deerhunter_any","A* h+",2,true,6,4472,57760,7902
"deerhunter_any","A* h+",3,true,6,4472,57760,7901
"deerhunter_any","A* h+",4,true,6,4472,57760,7821
"deerhunter_any","A* h+",5,true,6,4472,57760,6786
"deerhunter_any","A* h+",6,true,6,4472,57760,6854
"deerhunter_any","A* h+",7,true,6,4472,57760,6764
"deerhunter_any","A* h+",8,true,6,4472,57760,7055
"deerhunter_any","A* h+",9,true,6,4472,57760,7162
"deerhunter_any","A* h+",10,true,6,4472,57760,8013
"deerhunter_any","A* hmax",1,true,6,436,6335,587
"deerhunter_any","A* hmax",2,true,6,437,6353,648
"deerhunter_any","A* hmax",3,true,6,436,6335,628
"deerhunter_any","A* hmax",4,true,6,436,6335,586
"deerhunter_any","A* hmax",5,true,6,437,6353,528
"deerhunter_any","A* hmax",6,true,6,437,6353,546
"deerhunter_any","A* hmax",7,true,6,437,6353,589
"deerhunter_any","A* hmax",8,true,6,436,6335,471
"deerhunter_any","A* hmax",9,true,6,436,6335,658
"deerhunter_any","A* hmax",10,true,6,437,6353,536
"deerhunter_any","A* rp",1,true,6,238,3640,423
"deerhunter_any","A* rp",2,true,6,1973,24726,2823
"deerhunter_any","A* rp",3,true,6,1973,24726,2778
"deerhunter_any","A* rp",4,true,6,238,3640,270
"deerhunter_any","A* rp",5,true,6,238,3640,266
"deerhunter_any","A* rp",6,true,6,1973,24726,2801
"deerhunter_any","A* rp",7,true,6,238,3640,264
"deerhunter_any","A* rp",8,true,6,238,3640,515
"deerhunter_any","A* rp",9,true,6,238,3640,528
"deerhunter_any","A* rp",10,true,6,1973,24726,3001
"deerhunter_any","EFS h+",1,true,6,65,485,47
"deerhunter_any","EFS h+",2,true,6,65,485,55
"deerhunter_any","EFS h+",3,true,6,65,485,61
"deerhunter_any","EFS h+",4,true,6,65,485,74
"deerhunter_any","EFS h+",5,true,6,65,485,51
"deerhunter_any","EFS h+",6,true,6,65,485,41
"deerhunter_any","EFS h+",7,true,6,65,485,61
"deerhunter_any","EFS h+",8,true,6,65,485,56
"deerhunter_any","EFS h+",9,true,6,65,485,41
"deerhunter_any","EFS h+",10,true,6,65,485,58
"deerhunter_any","EFS hmax",1,true,6,190,1571,127
"deerhunter_any","EFS hmax",2,true,6,197,1641,129
"deerhunter_any","EFS hmax",3,true,6,190,1571,160
"deerhunter_any","EFS hmax",4,true,6,190,1571,156
"deerhunter_any","EFS hmax",5,true,6,197,1641,162
"deerhunter_any","EFS hmax",6,true,6,197,1641,164
"deerhunter_any","EFS hmax",7,true,6,197,1641,165
"deerhunter_any","EFS hmax",8,true,6,190,1571,161
"deerhunter_any","EFS hmax",9,true,6,190,1571,154
"deerhunter_any","EFS hmax",10,true,6,197,1641,173
"deerhunter_any","EFS rp",1,true,6,157,1037,102
"deerhunter_any","EFS rp",2,true,6,103,752,91
"deerhunter_any","EFS rp",3,true,6,103,752,59
"deerhunter_any","EFS rp",4,true,6,157,1037,125
"deerhunter_any","EFS rp",5,true,6,143,900,113
"deerhunter_any","EFS rp",6,true,6,117,885,68
"deerhunter_any","EFS rp",7,true,6,143,904,111
"deerhunter_any","EFS rp",8,true,6,145,916,116
"deerhunter_any","EFS rp",9,true,6,143,900,70
"deerhunter_any","EFS rp",10,true,6,103,748,57
"deerhunter_any","GFS h+",1,true,6,89805,182806,32381
"deerhunter_any","GFS h+",2,true,6,89805,182806,32394
"deerhunter_any","GFS h+",3,true,6,89805,182806,32360
"deerhunter_any","GFS h+",4,true,6,89805,182806,20402
"deerhunter_any","GFS h+",5,true,6,89805,182806,32307
"deerhunter_any","GFS h+",6,true,6,89805,182806,20450
"deerhunter_any","GFS h+",7,true,6,89805,182806,32332
"deerhunter_any","GFS h+",8,true,6,89805,182806,20377
"deerhunter_any","GFS h+",9,true,6,89805,182806,20394
"deerhunter_any","GFS h+",10,true,6,89805,182806,32479
"deerhunter_any","GFS hmax",1,true,6,1791,10667,935
"deerhunter_any","GFS hmax",2,true,6,1792,10680,929
"deerhunter_any","GFS hmax",3,true,6,1791,10667,925
"deerhunter_any","GFS hmax",4,true,6,1791,10667,939
"deerhunter_any","GFS hmax",5,true,6,1792,10680,944
"deerhunter_any","GFS hmax",6,true,6,1792,10680,946
"deerhunter_any","GFS hmax",7,true,6,1792,10680,922
"deerhunter_any","GFS hmax",8,true,6,1791,10667,923
"deerhunter_any","GFS hmax",9,true,6,1791,10667,926
"deerhunter_any","GFS hmax",10,true,6,1792,10680,924
"deerhunter_any","GFS rp",1,true,6,9454,17221,1917
"deerhunter_any","GFS rp",2,true,6,28762,67134,7866
"deerhunter_any","GFS rp",3,true,6,28762,67134,7832
"deerhunter_any","GFS rp",4,true,6,9454,17221,1921
"deerhunter_any","GFS rp",5,true,6,9454,17221,2482
"deerhunter_any","GFS rp",6,true,6,28762,67134,7931
"deerhunter_any","GFS rp",7,true,6,9454,17221,1960
"deerhunter_any","GFS rp",8,true,6,9454,17221,2000
"deerhunter_any","GFS rp",9,true,6,9454,17221,2021
"deerhunter_any","GFS rp",10,true,6,28762,67134,7738
"deerhunter_both","BFS",1,false,,1000000,8051711,2008037
"deerhunter_both","BFS",2,false,,1000000,8051712,2861709
"deerhunter_both","BFS",3,false,,1000000,8051711,2863060
"deerhunter_both","BFS",4,false,,1000000,8051711,2857432
"deerhunter_both","BFS",5,false,,1000000,8051712,2860196
"deerhunter_both","BFS",6,false,,1000000,8051712,2863092
"deerhunter_both","BFS",7,false,,1000000,8051712,2004788
"deerhunter_both","BFS",8,false,,1000000,8051711,2004830
"deerhunter_both","BFS",9,false,,1000000,8051711,2851108
"deerhunter_both","BFS",10,false,,1000000,8051712,2004467
"deerhunter_both","EFS",1,true,10,529909,2651578,1463189
"deerhunter_both","EFS",2,true,10,532232,2660915,1452498
"deerhunter_both","EFS",3,true,10,529909,2651578,1468438
"deerhunter_both","EFS",4,true,10,529909,2651578,1462306
"deerhunter_both","EFS",5,true,10,532232,2660915,1978653
"deerhunter_both","EFS",6,true,10,532232,2660915,1965332
"deerhunter_both","EFS",7,true,10,532232,2660915,1962007
"deerhunter_both","EFS",8,true,10,529909,2651578,1983468
"deerhunter_both","EFS",9,true,10,529909,2651578,1974837
"deerhunter_both","EFS",10,true,10,532232,2660915,1964539
"deerhunter_both","GFS",1,false,,1000000,7073285,221575
"deerhunter_both","GFS",2,false,,1000000,7073285,219919
"deerhunter_both","GFS",3,false,,1000000,7073285,219175
"deerhunter_both","GFS",4,false,,1000000,7073285,218972
"deerhunter_both","GFS",5,false,,1000000,7073285,259683
"deerhunter_both","GFS",6,false,,1000000,7073285,260045
"deerhunter_both","GFS",7,false,,1000000,7073285,259617
"deerhunter_both","GFS",8,false,,1000000,7073285,261456
"deerhunter_both","GFS",9,false,,1000000,7073285,258135
"deerhunter_both","GFS",10,false,,1000000,7073285,258049
"deerhunter_both","A* h+",1,false,,1000000,10497401,4074515
"deerhunter_both","A* h+",2,false,,1000000,10497401,4119646
"deerhunter_both","A* h+",3,false,,1000000,10497401,4123533
"deerhunter_both","A* h+",4,false,,1000000,10497401,4139937
"deerhunter_both","A* h+",5,false,,1000000,10497401,5266061
"deerhunter_both","A* h+",6,false,,1000000,10497401,5287209
"deerhunter_both","A* h+",7,false,,1000000,10497401,5259089
"deerhunter_both","A* h+",8,false,,1000000,10497401,5259883
"deerhunter_both","A* h+",9,false,,1000000,10497401,5253730
"deerhunter_both","A* h+",10,false,,1000000,10497401,5273181
"deerhunter_both","A* hmax",1,false,,1000000,10721164,2549239
"deerhunter_both","A* hmax",2,false,,1000000,10721164,2544323
"deerhunter_both","A* hmax",3,false,,1000000,10721164,2517485
"deerhunter_both","A* hmax",4,false,,1000000,10721164,2519389
"deerhunter_both","A* hmax",5,false,,1000000,10721164,3225787
"deerhunter_both","A* hmax",6,false,,1000000,10721164,3239942
"deerhunter_both","A* hmax",7,false,,1000000,10721164,3255380
"deerhunter_both","A* hmax",8,false,,1000000,10721164,3225268
"deerhunter_both","A* hmax",9,false,,1000000,10721164,3229123
"deerhunter_both","A* hmax",10,false,,1000000,10721164,3248965
"deerhunter_both","A* rp",1,true,10,869243,9215285,4415276
"deerhunter_both","A* rp",2,true,10,633422,6669054,1860111
"deerhunter_both","A* rp",3,true,10,633448,6669270,1834833
"deerhunter_both","A* rp",4,true,10,868886,9211844,4366767
"deerhunter_both","A* rp",5,true,10,868489,9214337,4277516
"deerhunter_both","A* rp",6,true,10,633259,6667495,1903156
"deerhunter_both","A* rp",7,true,10,868984,9215357,5309408
"deerhunter_both","A* rp",8,true,10,868726,9214657,5349089
"deerhunter_both","A* rp",9,true,10,868474,9211661,5405641
"deerhunter_both","A* rp",10,true,10,632618,6663528,2373290
"deerhunter_both","EFS h+",1,true,10,94330,534737,112769
"deerhunter_both","EFS h+",2,true,10,94259,534737,113038
"deerhunter_both","EFS h+",3,true,10,94330,534737,124511
"deerhunter_both","EFS h+",4,true,10,94330,534737,125820
"deerhunter_both","EFS h+",5,true,10,94259,534737,109244
"deerhunter_both","EFS h+",6,true,10,94259,534737,107780
"deerhunter_both","EFS h+",7,true,10,94259,534737,122013
"deerhunter_both","EFS h+",8,true,10,94330,534737,124394
"deerhunter_both","EFS h+",9,true,10,94330,534737,129514
"deerhunter_both","EFS h+",10,true,10,94259,534737,131224
"deerhunter_both","EFS hmax",1,true,10,79127,662009,167756
"deerhunter_both","EFS hmax",2,true,10,79043,661965,168355
"deerhunter_both","EFS hmax",3,true,10,79127,662009,157216
"deerhunter_both","EFS hmax",4,true,10,79127,662009,163061
"deerhunter_both","EFS hmax",5,true,10,79043,661965,178800
"deerhunter_both","EFS hmax",6,true,10,79043,661965,134419
"deerhunter_both","EFS hmax",7,true,10,79043,661965,128295
"deerhunter_both","EFS hmax",8,true,10,79127,662009,138336
"deerhunter_both","EFS hmax",9,true,10,79127,662009,159791
"deerhunter_both","EFS hmax",10,true,10,79043,661965,112290
"deerhunter_both","EFS rp",1,true,10,87243,536860,140295
"deerhunter_both","EFS rp",2,true,10,41440,212971,25783
"deerhunter_both","EFS rp",3,true,10,41440,212971,25490
"deerhunter_both","EFS rp",4,true,10,87243,536860,131010
"deerhunter_both","EFS rp",5,true,10,85711,541337,130557
"deerhunter_both","EFS rp",6,true,10,42395,215462,26237
"deerhunter_both","EFS rp",7,true,10,84181,530279,110252
"deerhunter_both","EFS rp",8,true,10,85813,532204,130380
"deerhunter_both","EFS rp",9,true,10,86281,542407,133129
"deerhunter_both","EFS rp",10,true,10,42060,214664,26076
"deerhunter_both","GFS h+",1,false,,1000000,2298471,280961
"deerhunter_both","GFS h+",2,false,,1000000,2298471,405180
"deerhunter_both","GFS h+",3,false,,1000000,2298471,282451
"deerhunter_both","GFS h+",4,false,,1000000,2298471,405636
"deerhunter_both","GFS h+",5,false,,1000000,2298471,284832
"deerhunter_both","GFS h+",6,false,,1000000,2298471,283707
"deerhunter_both","GFS h+",7,false,,1000000,2298471,275011
"deerhunter_both","GFS h+",8,false,,1000000,2298471,373303
"deerhunter_both","GFS h+",9,false,,1000000,2298471,380080
"deerhunter_both","GFS h+",10,false,,1000000,2298471,312077
"deerhunter_both","GFS hmax",1,false,,1000000,6311125,733873
"deerhunter_both","GFS hmax",2,false,,1000000,6311125,742162
"deerhunter_both","GFS hmax",3,false,,1000000,6311125,936549
"deerhunter_both","GFS hmax",4,false,,1000000,6311125,947117
"deerhunter_both","GFS hmax",5,false,,1000000,6311125,940603
"deerhunter_both","GFS hmax",6,false,,1000000,6311125,726703
"deerhunter_both","GFS hmax",7,false,,1000000,6311125,783610
"deerhunter_both","GFS hmax",8,false,,1000000,6311125,778685
"deerhunter_both","GFS hmax",9,false,,1000000,6311125,754146
"deerhunter_both","GFS hmax",10,false,,1000000,6311125,918775
"deerhunter_both","GFS rp",1,false,,1000000,2421674,331490
"deerhunter_both","GFS rp",2,false,,1000000,2574920,358566
"deerhunter_both","GFS rp",3,false,,1000000,2574920,367538
"deerhunter_both","GFS rp",4,false,,1000000,2421674,306191
"deerhunter_both","GFS rp",5,false,,1000000,2421641,398495
"deerhunter_both","GFS rp",6,false,,1000000,2574920,331030
"deerhunter_both","GFS rp",7,false,,1000000,2421688,383491
"deerhunter_both","GFS rp",8,false,,1000000,2421674,329063
"deerhunter_both","GFS rp",9,false,,1000000,2421641,343786
"deerhunter_both","GFS rp",10,false,,1000000,2574920,347944
"secretagent","BFS",1,true,8,659,711,10
"secretagent","BFS",2,true,8,665,745,11
"secretagent","BFS",3,true,8,665,745,10
"secretagent","BFS",4,true,8,659,711,10
"secretagent","BFS",5,true,8,665,745,15
"secretagent","BFS",6,true,8,659,711,13
"secretagent","BFS",7,true,8,659,711,13
"secretagent","BFS",8,true,8,665,745,14
"secretagent","BFS",9,true,8,665,745,16
"secretagent","BFS",10,true,8,665,745,16
"secretagent","EFS",1,true,8,175,241,22
"secretagent","EFS",2,true,8,186,252,23
"secretagent","EFS",3,true,8,186,252,20
"secretagent","EFS",4,true,8,175,241,20
"secretagent","EFS",5,true,8,186,252,20
"secretagent","EFS",6,true,8,175,241,20
"secretagent","EFS",7,true,8,175,241,18
"secretagent","EFS",8,true,8,186,252,18
"secretagent","EFS",9,true,8,186,252,20
"secretagent","EFS",10,true,8,186,252,19
"secretagent","GFS",1,true,8,308,775,14
"secretagent","GFS",2,true,8,318,789,14
"secretagent","GFS",3,true,8,318,789,14
"secretagent","GFS",4,true,8,308,775,14
"secretagent","GFS",5,true,8,318,789,11
"secretagent","GFS",6,true,8,308,775,12
"secretagent","GFS",7,true,8,308,775,12
"secretagent","GFS",8,true,8,318,789,14
"secretagent","GFS",9,true,8,318,789,14
"secretagent","GFS",10,true,8,318,789,14
"secretagent","A* h+",1,true,8,372,815,29
"secretagent","A* h+",2,true,8,376,828,32
"secretagent","A* h+",3,true,8,376,828,32
"secretagent","A* h+",4,true,8,372,815,31
"secretagent","A* h+",5,true,8,376,828,34
"secretagent","A* h+",6,true,8,372,815,36
"secretagent","A* h+",7,true,8,372,815,34
"secretagent","A* h+",8,true,8,376,828,32
"secretagent","A* h+",9,true,8,376,828,33
"secretagent","A* h+",10,true,8,376,828,34
"secretagent","A* hmax",1,true,8,344,757,26
"secretagent","A* hmax",2,true,8,344,757,25
"secretagent","A* hmax",3,true,8,344,757,24
"secretagent","A* hmax",4,true,8,344,757,24
"secretagent","A* hmax",5,true,8,344,757,27
"secretagent","A* hmax",6,true,8,344,757,25
"secretagent","A* hmax",7,true,8,344,757,22
"secretagent","A* hmax",8,true,8,344,757,24
"secretagent","A* hmax",9,true,8,344,757,25
"secretagent","A* hmax",10,true,8,344,757,23
"secretagent","A* rp",1,true,8,420,785,36
"secretagent","A* rp",2,true,8,420,785,37
"secretagent","A* rp",3,true,8,420,785,35
"secretagent","A* rp",4,true,8,404,721,32
"secretagent","A* rp",5,true,8,420,785,37
"secretagent","A* rp",6,true,8,420,785,36
"secretagent","A* rp",7,true,8,420,785,38
"secretagent","A* rp",8,true,8,420,785,35
"secretagent","A* rp",9,true,8,420,785,33
"secretagent","A* rp",10,true,8,420,785,38
"secretagent","EFS h+",1,true,8,30,115,14
"secretagent","EFS h+",2,true,8,35,128,17
"secretagent","EFS h+",3,true,8,35,128,18
"secretagent","EFS h+",4,true,8,30,115,11
"secretagent","EFS h+",5,true,8,35,128,17
"secretagent","EFS h+",6,true,8,30,115,12
"secretagent","EFS h+",7,true,8,30,115,14
"secretagent","EFS h+",8,true,8,35,128,18
"secretagent","EFS h+",9,true,8,35,128,18
"secretagent","EFS h+",10,true,8,35,128,19
"secretagent","EFS hmax",1,true,8,34,107,14
"secretagent","EFS hmax",2,true,8,34,107,14
"secretagent","EFS hmax",3,true,8,34,107,12
"secretagent","EFS hmax",4,true,8,34,107,14
"secretagent","EFS hmax",5,true,8,34,107,12
"secretagent","EFS hmax",6,true,8,34,107,16
"secretagent","EFS hmax",7,true,8,34,107,14
"secretagent","EFS hmax",8,true,8,34,107,14
"secretagent","EFS hmax",9,true,8,34,107,12
"secretagent","EFS hmax",10,true,8,34,107,13
"secretagent","EFS rp",1,true,8,34,115,14
"secretagent","EFS rp",2,true,8,34,115,15
"secretagent","EFS rp",3,true,8,34,115,14
"secretagent","EFS rp",4,true,8,39,128,20
"secretagent","EFS rp",5,true,8,34,115,14
"secretagent","EFS rp",6,true,8,34,115,14
"secretagent","EFS rp",7,true,8,34,115,13
"secretagent","EFS rp",8,true,8,34,115,14
"secretagent","EFS rp",9,true,8,34,115,14
"secretagent","EFS rp",10,true,8,34,115,12
"secretagent","GFS h+",1,true,8,221,492,20
"secretagent","GFS h+",2,true,8,225,504,20
"secretagent","GFS h+",3,true,8,225,504,22
"secretagent","GFS h+",4,true,8,221,492,24
"secretagent","GFS h+",5,true,8,225,504,22
"secretagent","GFS h+",6,true,8,221,492,22
"secretagent","GFS h+",7,true,8,221,492,19
"secretagent","GFS h+",8,true,8,225,504,22
"secretagent","GFS h+",9,true,8,225,504,22
"secretagent","GFS h+",10,true,8,225,504,23
"secretagent","GFS hmax",1,true,8,219,504,26
"secretagent","GFS hmax",2,true,8,219,504,24
"secretagent","GFS hmax",3,true,8,219,504,25
"secretagent","GFS hmax",4,true,8,219,504,26
"secretagent","GFS hmax",5,true,8,219,504,26
"secretagent","GFS hmax",6,true,8,219,504,26
"secretagent","GFS hmax",7,true,8,219,504,25
"secretagent","GFS hmax",8,true,8,219,504,25
"secretagent","GFS hmax",9,true,8,219,504,26
"secretagent","GFS hmax",10,true,8,219,504,24
"secretagent","GFS rp",1,true,8,218,491,24
"secretagent","GFS rp",2,true,8,218,491,23
"secretagent","GFS rp",3,true,8,218,491,20
"secretagent","GFS rp",4,true,8,185,423,11
"secretagent","GFS rp",5,true,8,218,491,20
"secretagent","GFS rp",6,true,8,218,491,24
"secretagent","GFS rp",7,true,8,218,491,22
"secretagent","GFS rp",8,true,8,218,491,21
"secretagent","GFS rp",9,true,8,218,491,23
"secretagent","GFS rp",10,true,8,218,491,24
"aladdin_any","BFS",1,false,,1000000,34999712,5245048
"aladdin_any","BFS",2,false,,1000000,34999717,6757114
"aladdin_any","BFS",3,false,,1000000,35004125,5256849
"aladdin_any","BFS",4,false,,1000000,35003061,6731893
"aladdin_any","BFS",5,false,,1000000,34999713,6777184
"aladdin_any","BFS",6,false,,1000000,34998940,5246398
"aladdin_any","BFS",7,false,,1000000,35003061,5258700
"aladdin_any","BFS",8,false,,1000000,34998940,6870444
"aladdin_any","BFS",9,false,,1000000,35004125,6867998
"aladdin_any","BFS",10,false,,1000000,34993640,6859962
"aladdin_any","EFS",1,false,,1000000,21042645,3462424
"aladdin_any","EFS",2,false,,1000000,21122608,3554485
"aladdin_any","EFS",3,false,,1000000,21084354,3467561
"aladdin_any","EFS",4,false,,1000000,21080114,3483508
"aladdin_any","EFS",5,false,,1000000,21084287,4352791
"aladdin_any","EFS",6,false,,1000000,21087404,4525861
"aladdin_any","EFS",7,false,,1000000,21085034,4353941
"aladdin_any","EFS",8,false,,1000000,21121534,4319909
"aladdin_any","EFS",9,false,,1000000,21121962,4457001
"aladdin_any","EFS",10,false,,1000000,21079703,4378118
"aladdin_any","GFS",1,false,,1000000,12229291,1234428
"aladdin_any","GFS",2,false,,1000000,12229291,1197591
"aladdin_any","GFS",3,false,,1000000,12226292,1183917
"aladdin_any","GFS",4,false,,1000000,12227409,1193493
"aladdin_any","GFS",5,false,,1000000,12229291,1327462
"aladdin_any","GFS",6,false,,1000000,12229308,1318457
"aladdin_any","GFS",7,false,,1000000,12227409,1328831
"aladdin_any","GFS",8,false,,1000000,12229318,1342986
"aladdin_any","GFS",9,false,,1000000,12226294,1668851
"aladdin_any","GFS",10,false,,1000000,12499057,1222263
"aladdin_any","A* h+",1,false,,1000000,25867025,10611276
"aladdin_any","A* h+",2,false,,1000000,25840823,10859191
"aladdin_any","A* h+",3,false,,1000000,25865023,8908590
"aladdin_any","A* h+",4,false,,1000000,25844282,8992678
"aladdin_any","A* h+",5,false,,1000000,25864640,9324383
"aladdin_any","A* h+",6,false,,1000000,25864729,11302391
"aladdin_any","A* h+",7,false,,1000000,25858524,9534092
"aladdin_any","A* h+",8,false,,1000000,25836505,11018996
"aladdin_any","A* h+",9,false,,1000000,25847504,10691274
"aladdin_any","A* h+",10,false,,1000000,25865037,10579127
"aladdin_any","A* hmax",1,false,,1000000,25646517,9242116
